location,stockCode,year,stockName
东南亚,002175.SZ,2016,ST东网
泰国,002175.SZ,2016,ST东网
北美,300317.SZ,2016,珈伟新能
欧洲,300317.SZ,2016,珈伟新能
亚非拉,300317.SZ,2016,珈伟新能
,002378.SZ,2016,章源钨业
,600362.SH,2016,江西铜业
,000789.SZ,2016,万年青
越南,600475.SH,2016,华光环能
印尼,600475.SH,2016,华光环能
巴基斯坦,600475.SH,2016,华光环能
东南亚,600475.SH,2016,华光环能
中亚,002323.SZ,2016,*ST雅博
东南亚,002323.SZ,2016,*ST雅博
哈萨克斯坦,002323.SZ,2016,*ST雅博
马来西亚,002323.SZ,2016,*ST雅博
欧洲,002323.SZ,2016,*ST雅博
印度尼西亚,002323.SZ,2016,*ST雅博
印度,002323.SZ,2016,*ST雅博
缅甸,002323.SZ,2016,*ST雅博
,002360.SZ,2016,同德化工
,600866.SH,2016,星湖科技
美国,600057.SH,2016,厦门象屿
新西兰,600057.SH,2016,厦门象屿
香港,600057.SH,2016,厦门象屿
新加坡,600057.SH,2016,厦门象屿
,000629.SZ,2016,攀钢钒钛
,300189.SZ,2016,神农科技
,300587.SZ,2016,天铁股份
澳洲,601608.SH,2016,中信重工
南美,601608.SH,2016,中信重工
南非,601608.SH,2016,中信重工
西班牙,601608.SH,2016,中信重工
巴西,601608.SH,2016,中信重工
智利,601608.SH,2016,中信重工
北美,601608.SH,2016,中信重工
印度,601608.SH,2016,中信重工
柬埔寨,601608.SH,2016,中信重工
缅甸,601608.SH,2016,中信重工
巴基斯坦,601608.SH,2016,中信重工
以色列,603077.SH,2016,和邦生物
瑞士,300140.SZ,2016,中环装备
,000511.SZ,2016,烯碳退
,300104.SZ,2016,乐视退
中亚,000796.SZ,2016,凯撒旅业
,000851.SZ,2016,高鸿股份
,002451.SZ,2016,摩恩电气
印度,000662.SZ,2016,*ST天夏
印度尼西亚,000662.SZ,2016,*ST天夏
英国,000662.SZ,2016,*ST天夏
,600145.SH,2016,*ST新亿
,000995.SZ,2016,皇台酒业
台湾,600984.SH,2016,建设机械
阿富汗,600984.SH,2016,建设机械
加纳,600984.SH,2016,建设机械
马来西亚,600984.SH,2016,建设机械
菲律宾,600984.SH,2016,建设机械
东南亚,600984.SH,2016,建设机械
中东,600984.SH,2016,建设机械
新疆,600984.SH,2016,建设机械
非洲,600984.SH,2016,建设机械
东南亚,300056.SZ,2016,中创环保
亚洲,300056.SZ,2016,中创环保
美国,300056.SZ,2016,中创环保
越南,300056.SZ,2016,中创环保
菲律宾,300056.SZ,2016,中创环保
越南,603929.SH,2016,亚翔集成
新加坡,603929.SH,2016,亚翔集成
,002341.SZ,2016,新纶科技
,002366.SZ,2016,台海核电
,300362.SZ,2016,天翔环境
阿联酋,600339.SH,2016,中油工程
阿尔及利亚,600339.SH,2016,中油工程
莫桑比克,600339.SH,2016,中油工程
南苏丹,600339.SH,2016,中油工程
坦桑尼亚,600339.SH,2016,中油工程
肯尼亚,600339.SH,2016,中油工程
缅甸,600339.SH,2016,中油工程
,000632.SZ,2016,三木集团
欧洲,601558.SH,2016,退市锐电
亚洲,601558.SH,2016,退市锐电
美洲,601558.SH,2016,退市锐电
非洲,601558.SH,2016,退市锐电
瑞典,601558.SH,2016,退市锐电
意大利,601558.SH,2016,退市锐电
西班牙,601558.SH,2016,退市锐电
土耳其,601558.SH,2016,退市锐电
印度,601558.SH,2016,退市锐电
美国,601558.SH,2016,退市锐电
巴西,601558.SH,2016,退市锐电
南非,601558.SH,2016,退市锐电
,600985.SH,2016,淮北矿业
,002769.SZ,2016,普路通
,000657.SZ,2016,中钨高新
马来西亚,300367.SZ,2016,ST网力
东南亚,300367.SZ,2016,ST网力
,600988.SH,2016,赤峰黄金
,002715.SZ,2016,登云股份
印尼,601117.SH,2016,中国化学
越南,601117.SH,2016,中国化学
沙特,601117.SH,2016,中国化学
土耳其,601117.SH,2016,中国化学
中东,601117.SH,2016,中国化学
俄罗斯,601117.SH,2016,中国化学
中亚,601117.SH,2016,中国化学
东南亚,601117.SH,2016,中国化学
巴基斯坦,601117.SH,2016,中国化学
南亚,601117.SH,2016,中国化学
伊朗,601117.SH,2016,中国化学
马来西亚,601117.SH,2016,中国化学
哈萨克斯坦,601117.SH,2016,中国化学
缅甸,601117.SH,2016,中国化学
埃及,601117.SH,2016,中国化学
非洲,000065.SZ,2016,北方国际
拉丁美洲,000065.SZ,2016,北方国际
中东,000065.SZ,2016,北方国际
东南亚,000065.SZ,2016,北方国际
南亚,000065.SZ,2016,北方国际
中亚,000065.SZ,2016,北方国际
老挝,000065.SZ,2016,北方国际
巴基斯坦,000065.SZ,2016,北方国际
,600777.SH,2016,新潮能源
,601212.SH,2016,白银有色
巴西,002505.SZ,2016,大康农业
新西兰,002505.SZ,2016,大康农业
,603567.SH,2016,珍宝岛
,002514.SZ,2016,宝馨科技
越南,000939.SZ,2016,凯迪退
巴基斯坦,000939.SZ,2016,凯迪退
,600053.SH,2016,九鼎投资
,000957.SZ,2016,中通客车
新疆,603227.SH,2016,雪峰科技
中亚,603227.SH,2016,雪峰科技
,600165.SH,2016,新日恒力
,002163.SZ,2016,海南发展
新加坡,600642.SH,2016,申能股份
越南,600642.SH,2016,申能股份
俄罗斯,300135.SZ,2016,宝利国际
伊朗,000928.SZ,2016,中钢国际
俄罗斯,000928.SZ,2016,中钢国际
玻利维亚,000928.SZ,2016,中钢国际
阿尔及利亚,000928.SZ,2016,中钢国际
印度,000928.SZ,2016,中钢国际
土耳其,000928.SZ,2016,中钢国际
哈萨克斯坦,000928.SZ,2016,中钢国际
东南亚,000928.SZ,2016,中钢国际
中东,000928.SZ,2016,中钢国际
北非,000928.SZ,2016,中钢国际
澳大利亚,600735.SH,2016,新华锦
澳洲,600735.SH,2016,新华锦
东南亚,600735.SH,2016,新华锦
,300093.SZ,2016,金刚玻璃
,002610.SZ,2016,爱康科技
,600015.SH,2016,华夏银行
,000886.SZ,2016,海南高速
,002606.SZ,2016,大连电瓷
,601166.SH,2016,兴业银行
,600881.SH,2016,亚泰集团
,600379.SH,2016,宝光股份
,600072.SH,2016,中船科技
,002545.SZ,2016,东方铁塔
,600310.SH,2016,桂东电力
,603843.SH,2016,正平股份
,600900.SH,2016,长江电力
,000932.SZ,2016,华菱钢铁
,600939.SH,2016,重庆建工
,600746.SH,2016,江苏索普
,002170.SZ,2016,芭田股份
,600469.SH,2016,风神股份
,600096.SH,2016,云天化
,600302.SH,2016,标准股份
,300117.SZ,2016,嘉寓股份
,002613.SZ,2016,北玻股份
,600500.SH,2016,中化国际
,000686.SZ,2016,东北证券
,600596.SH,2016,新安股份
,600251.SH,2016,冠农股份
澳洲,600690.SH,2016,海尔智家
澳大利亚,600690.SH,2016,海尔智家
新西兰,600690.SH,2016,海尔智家
俄罗斯,600690.SH,2016,海尔智家
印度,600690.SH,2016,海尔智家
巴基斯坦,600690.SH,2016,海尔智家
南亚,600690.SH,2016,海尔智家
意大利,600690.SH,2016,海尔智家
东欧,600690.SH,2016,海尔智家
,000592.SZ,2016,平潭发展
亚洲,600004.SH,2016,白云机场
,600540.SH,2016,新赛股份
波兰,002573.SZ,2016,清新环境
,600797.SH,2016,浙大网新
,600612.SH,2016,老凤祥
云南,600792.SH,2016,云煤能源
南亚,600792.SH,2016,云煤能源
东南亚,600792.SH,2016,云煤能源
,600629.SH,2016,华建集团
新疆,000158.SZ,2016,常山北明
意大利,000158.SZ,2016,常山北明
,002639.SZ,2016,雪人股份
亚太,002554.SZ,2016,惠博普
伊拉克,002554.SZ,2016,惠博普
巴基斯坦,002554.SZ,2016,惠博普
中东,002554.SZ,2016,惠博普
阿尔及利亚,002554.SZ,2016,惠博普
伊朗,002554.SZ,2016,惠博普
乌兹别克斯坦,002554.SZ,2016,惠博普
阿联酋,002554.SZ,2016,惠博普
卡塔尔,002554.SZ,2016,惠博普
科威特,002554.SZ,2016,惠博普
中亚,002554.SZ,2016,惠博普
南亚,002554.SZ,2016,惠博普
,002467.SZ,2016,二六三
,002446.SZ,2016,盛路通信
中东,000018.SZ,2016,神城A退
东南亚,000018.SZ,2016,神城A退
非洲,000018.SZ,2016,神城A退
卡塔尔,000018.SZ,2016,神城A退
科威特,000018.SZ,2016,神城A退
阿尔及利亚,000018.SZ,2016,神城A退
柬埔寨,000018.SZ,2016,神城A退
印尼,000018.SZ,2016,神城A退
缅甸,000018.SZ,2016,神城A退
刚果（布）,000018.SZ,2016,神城A退
老挝,000018.SZ,2016,神城A退
南亚,000018.SZ,2016,神城A退
北美,000018.SZ,2016,神城A退
南美,000018.SZ,2016,神城A退
澳大利亚,000018.SZ,2016,神城A退
欧洲,000018.SZ,2016,神城A退
伊朗,603606.SH,2016,东方电缆
,600897.SH,2016,厦门空港
印度,002529.SZ,2016,*ST海源
非洲,002529.SZ,2016,*ST海源
中东,002529.SZ,2016,*ST海源
,002325.SZ,2016,洪涛股份
,002142.SZ,2016,宁波银行
菲律宾,000998.SZ,2016,隆平高科
巴基斯坦,000998.SZ,2016,隆平高科
印度,000998.SZ,2016,隆平高科
美国,000998.SZ,2016,隆平高科
,000903.SZ,2016,云内动力
美国,000680.SZ,2016,山推股份
北美,000680.SZ,2016,山推股份
拉美,000680.SZ,2016,山推股份
泰国,000680.SZ,2016,山推股份
孟加拉,000680.SZ,2016,山推股份
中亚,000680.SZ,2016,山推股份
俄罗斯,000680.SZ,2016,山推股份
蒙古,000680.SZ,2016,山推股份
巴基斯坦,000680.SZ,2016,山推股份
非洲,000680.SZ,2016,山推股份
,601985.SH,2016,中国核电
,000426.SZ,2016,兴业矿业
,600979.SH,2016,广安爱众
,600894.SH,2016,广日股份
,600839.SH,2016,四川长虹
,600213.SH,2016,亚星客车
中东欧,000596.SZ,2016,古井贡酒
欧洲,600869.SH,2016,智慧能源
东南亚,600869.SH,2016,智慧能源
南亚,600869.SH,2016,智慧能源
南非,600869.SH,2016,智慧能源
新西兰,600429.SH,2016,三元股份
加拿大,600429.SH,2016,三元股份
,002743.SZ,2016,富煌钢构
,600517.SH,2016,国网英大
,000709.SZ,2016,河钢股份
,601611.SH,2016,中国核建
,002802.SZ,2016,洪汇新材
,002276.SZ,2016,万马股份
,000036.SZ,2016,华联控股
中亚,601008.SH,2016,连云港
,002118.SZ,2016,紫鑫药业
,601368.SH,2016,绿城水务
,002151.SZ,2016,北斗星通
,002112.SZ,2016,三变科技
巴基斯坦,601669.SH,2016,中国电建
亚洲,601669.SH,2016,中国电建
尼日利亚,601669.SH,2016,中国电建
以色列,601669.SH,2016,中国电建
津巴布韦,601669.SH,2016,中国电建
老挝,601669.SH,2016,中国电建
哈萨克斯坦,601669.SH,2016,中国电建
中亚,601669.SH,2016,中国电建
埃塞俄比亚,601669.SH,2016,中国电建
印度尼西亚,601669.SH,2016,中国电建
,600592.SH,2016,龙溪股份
,600157.SH,2016,*ST永泰
越南,601928.SH,2016,凤凰传媒
柬埔寨,601928.SH,2016,凤凰传媒
泰国,601928.SH,2016,凤凰传媒
美国,601928.SH,2016,凤凰传媒
云南,601700.SH,2016,风范股份
老挝,601700.SH,2016,风范股份
缅甸,601700.SH,2016,风范股份
东盟,601700.SH,2016,风范股份
巴基斯坦,601700.SH,2016,风范股份
,601208.SH,2016,东材科技
,600200.SH,2016,江苏吴中
,601616.SH,2016,广电电气
,600759.SH,2016,洲际油气
,600233.SH,2016,圆通速递
,002375.SZ,2016,亚厦股份
,000516.SZ,2016,国际医学
,000587.SZ,2016,*ST金洲
,600354.SH,2016,*ST敦种
,600285.SH,2016,羚锐制药
,002165.SZ,2016,红宝丽
印度,600031.SH,2016,三一重工
欧洲,600031.SH,2016,三一重工
南非,600031.SH,2016,三一重工
中东,600031.SH,2016,三一重工
埃塞俄比亚,600031.SH,2016,三一重工
巴西,600031.SH,2016,三一重工
印度,601369.SH,2016,陕鼓动力
越南,601369.SH,2016,陕鼓动力
土耳其,601369.SH,2016,陕鼓动力
印尼,601369.SH,2016,陕鼓动力
中亚,601369.SH,2016,陕鼓动力
中东,601369.SH,2016,陕鼓动力
,600712.SH,2016,南宁百货
印尼,002047.SZ,2016,宝鹰股份
东盟,002047.SZ,2016,宝鹰股份
越南,002047.SZ,2016,宝鹰股份
缅甸,002047.SZ,2016,宝鹰股份
马来西亚,002047.SZ,2016,宝鹰股份
毛里求斯,002047.SZ,2016,宝鹰股份
巴西,002047.SZ,2016,宝鹰股份
美国,002047.SZ,2016,宝鹰股份
,600489.SH,2016,中金黄金
,600351.SH,2016,亚宝药业
印尼,000005.SZ,2016,世纪星源
,300402.SZ,2016,宝色股份
,300281.SZ,2016,金明精机
,300123.SZ,2016,亚光科技
,002305.SZ,2016,南国置业
巴基斯坦,002065.SZ,2016,东华软件
哈萨克斯坦,002065.SZ,2016,东华软件
,603828.SH,2016,柯利达
,300468.SZ,2016,四方精创
乌兹别克斯坦,300262.SZ,2016,巴安水务
新加坡,300262.SZ,2016,巴安水务
香港,300262.SZ,2016,巴安水务
尼泊尔,300262.SZ,2016,巴安水务
奥地利,300262.SZ,2016,巴安水务
瑞士,300262.SZ,2016,巴安水务
德国,300262.SZ,2016,巴安水务
,300287.SZ,2016,飞利信
澳门,002081.SZ,2016,金螳螂
新加坡,002081.SZ,2016,金螳螂
东南亚,002081.SZ,2016,金螳螂
尼日利亚,000925.SZ,2016,众合科技
埃塞俄比亚,000925.SZ,2016,众合科技
,601718.SH,2016,际华集团
,600317.SH,2016,营口港
,002707.SZ,2016,众信旅游
德国,002678.SZ,2016,珠江钢琴
香港,002781.SZ,2016,奇信股份
澳门,002781.SZ,2016,奇信股份
东南亚,002781.SZ,2016,奇信股份
非洲,002781.SZ,2016,奇信股份
,600112.SH,2016,ST天成
,300527.SZ,2016,中船应急
,300032.SZ,2016,金龙机电
,002842.SZ,2016,翔鹭钨业
马来西亚,000620.SZ,2016,新华联
印度,601177.SH,2016,杭齿前进
中东,601177.SH,2016,杭齿前进
南美,601177.SH,2016,杭齿前进
欧洲,601177.SH,2016,杭齿前进
,300405.SZ,2016,科隆股份
,300299.SZ,2016,富春股份
,002298.SZ,2016,中电兴发
美国,002097.SZ,2016,山河智能
比利时,002097.SZ,2016,山河智能
越南,002097.SZ,2016,山河智能
印尼,002097.SZ,2016,山河智能
北美,002097.SZ,2016,山河智能
,603999.SH,2016,读者传媒
南非,300208.SZ,2016,青岛中程
津巴布韦,300208.SZ,2016,青岛中程
菲律宾,300208.SZ,2016,青岛中程
东南亚,300208.SZ,2016,青岛中程
中亚,300208.SZ,2016,青岛中程
非洲,300208.SZ,2016,青岛中程
印尼,300208.SZ,2016,青岛中程
印度,300208.SZ,2016,青岛中程
泰国,300208.SZ,2016,青岛中程
老挝,300208.SZ,2016,青岛中程
,002620.SZ,2016,瑞和股份
,000913.SZ,2016,钱江摩托
沙特,002498.SZ,2016,汉缆股份
喀麦隆,002498.SZ,2016,汉缆股份
尼泊尔,002498.SZ,2016,汉缆股份
新加坡,002498.SZ,2016,汉缆股份
巴基斯坦,002498.SZ,2016,汉缆股份
越南,002498.SZ,2016,汉缆股份
孟加拉国,002498.SZ,2016,汉缆股份
英国,002498.SZ,2016,汉缆股份
印度,002498.SZ,2016,汉缆股份
印度,002204.SZ,2016,大连重工
东南亚,002204.SZ,2016,大连重工
澳大利亚,002204.SZ,2016,大连重工
南美,002204.SZ,2016,大连重工
,603032.SH,2016,德新交运
,600771.SH,2016,广誉远
,300477.SZ,2016,合纵科技
,002667.SZ,2016,鞍重股份
,300064.SZ,2016,ST金刚
印度,600169.SH,2016,太原重工
香港,600169.SH,2016,太原重工
德国,600169.SH,2016,太原重工
东南亚,600169.SH,2016,太原重工
中亚,600169.SH,2016,太原重工
西亚,600169.SH,2016,太原重工
俄罗斯,600169.SH,2016,太原重工
南非,600169.SH,2016,太原重工
哈萨克斯坦,600169.SH,2016,太原重工
乌克兰,600169.SH,2016,太原重工
,600778.SH,2016,友好集团
,300489.SZ,2016,中飞股份
,002477.SZ,2016,雏鹰退
,002392.SZ,2016,北京利尔
,002380.SZ,2016,科远智慧
欧洲,601989.SH,2016,中国重工
非洲,601989.SH,2016,中国重工
拉丁美洲,601989.SH,2016,中国重工
东南亚,600522.SH,2016,中天科技
南美,600522.SH,2016,中天科技
东欧,600522.SH,2016,中天科技
巴西,600522.SH,2016,中天科技
印度,600522.SH,2016,中天科技
乌兹别克斯坦,600522.SH,2016,中天科技
孟加拉,600522.SH,2016,中天科技
,300599.SZ,2016,雄塑科技
,300397.SZ,2016,天和防务
,300377.SZ,2016,赢时胜
,002665.SZ,2016,首航高科
新疆,601169.SH,2016,北京银行
,002405.SZ,2016,四维图新
东南亚,002266.SZ,2016,浙富控股
印度尼西亚,002266.SZ,2016,浙富控股
内蒙古,300118.SZ,2016,东方日升
中西亚,300118.SZ,2016,东方日升
,002724.SZ,2016,海洋王
阿联酋,300355.SZ,2016,蒙草生态
新加坡,300355.SZ,2016,蒙草生态
俄罗斯,300355.SZ,2016,蒙草生态
蒙古,300355.SZ,2016,蒙草生态
,002542.SZ,2016,中化岩土
,002248.SZ,2016,华东数控
,600704.SH,2016,物产中大
,002078.SZ,2016,太阳纸业
马来西亚,000863.SZ,2016,三湘印象
沙特,000923.SZ,2016,河钢资源
老挝,000923.SZ,2016,河钢资源
印尼,000923.SZ,2016,河钢资源
缅甸,000923.SZ,2016,河钢资源
,002201.SZ,2016,九鼎新材
吉尔吉斯斯坦,000672.SZ,2016,上峰水泥
,002017.SZ,2016,东信和平
巴基斯坦,002110.SZ,2016,三钢闽光
云南,000540.SZ,2016,中天金融
,300376.SZ,2016,易事特
,300351.SZ,2016,永贵电器
甘肃,300232.SZ,2016,洲明科技
,603609.SH,2016,禾丰牧业
,002002.SZ,2016,鸿达兴业
,601163.SH,2016,三角轮胎
,002147.SZ,2016,*ST新光
俄罗斯,000837.SZ,2016,*ST秦机
东亚,000837.SZ,2016,*ST秦机
美国,000837.SZ,2016,*ST秦机
哥伦比亚,000837.SZ,2016,*ST秦机
德国,000837.SZ,2016,*ST秦机
阿根廷,000837.SZ,2016,*ST秦机
埃塞俄比亚,000837.SZ,2016,*ST秦机
香港,000701.SZ,2016,厦门信达
新加坡,000701.SZ,2016,厦门信达
,000617.SZ,2016,中油资本
,000519.SZ,2016,中兵红箭
,603559.SH,2016,中通国脉
,601966.SH,2016,玲珑轮胎
中东,601798.SH,2016,蓝科高新
中亚,601798.SH,2016,蓝科高新
俄罗斯,601798.SH,2016,蓝科高新
伊朗,601798.SH,2016,蓝科高新
,601599.SH,2016,鹿港文化
美国,300191.SZ,2016,潜能恒信
东亚,300191.SZ,2016,潜能恒信
蒙古,300191.SZ,2016,潜能恒信
,603355.SH,2016,莱克电气
,600290.SH,2016,*ST华仪
,002309.SZ,2016,中利集团
,600538.SH,2016,国发股份
,300280.SZ,2016,紫天科技
,002576.SZ,2016,通达动力
,601877.SH,2016,正泰电器
南苏丹,601098.SH,2016,中南传媒
马来西亚,002785.SZ,2016,万里石
美国,002785.SZ,2016,万里石
日本,002785.SZ,2016,万里石
中东,002785.SZ,2016,万里石
北非,002785.SZ,2016,万里石
东盟,002785.SZ,2016,万里石
欧洲,002785.SZ,2016,万里石
非洲,002785.SZ,2016,万里石
南美洲,002785.SZ,2016,万里石
,000415.SZ,2016,渤海租赁
,300266.SZ,2016,兴源环境
新疆,000778.SZ,2016,新兴铸管
中东,000778.SZ,2016,新兴铸管
非洲,000778.SZ,2016,新兴铸管
东南亚,000778.SZ,2016,新兴铸管
印尼,601226.SH,2016,华电重工
越南,601226.SH,2016,华电重工
菲律宾,601226.SH,2016,华电重工
澳大利亚,601226.SH,2016,华电重工
印度,601226.SH,2016,华电重工
日本,601226.SH,2016,华电重工
中亚,601226.SH,2016,华电重工
韩国,601226.SH,2016,华电重工
巴基斯坦,601226.SH,2016,华电重工
新疆,601226.SH,2016,华电重工
,002171.SZ,2016,楚江新材
,002212.SZ,2016,天融信
,601100.SH,2016,恒立液压
澳大利亚,300040.SZ,2016,九洲集团
柬埔寨,300040.SZ,2016,九洲集团
俄罗斯,300040.SZ,2016,九洲集团
蒙古,300040.SZ,2016,九洲集团
巴基斯坦,300040.SZ,2016,九洲集团
哈萨克斯坦,300040.SZ,2016,九洲集团
智利,300040.SZ,2016,九洲集团
波黑,300040.SZ,2016,九洲集团
,002767.SZ,2016,先锋电子
香港,002512.SZ,2016,达华智能
塞浦路斯,002512.SZ,2016,达华智能
拉美,002443.SZ,2016,金洲管道
非洲,002443.SZ,2016,金洲管道
中亚,002443.SZ,2016,金洲管道
俄罗斯,002443.SZ,2016,金洲管道
中东,002443.SZ,2016,金洲管道
亚洲,002443.SZ,2016,金洲管道
哈萨克斯坦,002443.SZ,2016,金洲管道
巴基斯坦,002443.SZ,2016,金洲管道
东南亚,002443.SZ,2016,金洲管道
东南亚,002111.SZ,2016,威海广泰
南美,002111.SZ,2016,威海广泰
西亚,002111.SZ,2016,威海广泰
澳洲,002111.SZ,2016,威海广泰
非洲,002111.SZ,2016,威海广泰
,002064.SZ,2016,华峰氨纶
,300354.SZ,2016,东华测试
柬埔寨,002394.SZ,2016,联发股份
香港,002394.SZ,2016,联发股份
意大利,002394.SZ,2016,联发股份
埃塞俄比亚,002394.SZ,2016,联发股份
新疆,002394.SZ,2016,联发股份
,000732.SZ,2016,泰禾集团
尼泊尔,002121.SZ,2016,*ST科陆
,300372.SZ,2016,欣泰退
,300293.SZ,2016,蓝英装备
赞比亚,002738.SZ,2016,中矿资源
,002509.SZ,2016,天茂退
东南亚,002104.SZ,2016,恒宝股份
中东,002791.SZ,2016,坚朗五金
东南亚,002791.SZ,2016,坚朗五金
印度,002791.SZ,2016,坚朗五金
越南,002791.SZ,2016,坚朗五金
印尼,002791.SZ,2016,坚朗五金
马来西亚,002791.SZ,2016,坚朗五金
,603861.SH,2016,白云电器
内蒙古,601188.SH,2016,龙江交通
俄罗斯,601188.SH,2016,龙江交通
蒙古,601188.SH,2016,龙江交通
,300065.SZ,2016,海兰信
,603689.SH,2016,皖天然气
,603318.SH,2016,派思股份
,601009.SH,2016,南京银行
蒙古,600010.SH,2016,包钢股份
印度,002357.SZ,2016,富临运业
巴基斯坦,002357.SZ,2016,富临运业
南亚,002357.SZ,2016,富临运业
,603577.SH,2016,汇金通
,603012.SH,2016,创力集团
非洲,600499.SH,2016,科达制造
肯尼亚,600499.SH,2016,科达制造
南亚,600499.SH,2016,科达制造
东南亚,600499.SH,2016,科达制造
加纳,600499.SH,2016,科达制造
坦桑尼亚,600499.SH,2016,科达制造
印度,600499.SH,2016,科达制造
土耳其,600499.SH,2016,科达制造
,600272.SH,2016,开开实业
,603858.SH,2016,步长制药
,300099.SZ,2016,精准信息
,600219.SH,2016,南山铝业
加纳,300139.SZ,2016,晓程科技
南非,300139.SZ,2016,晓程科技
哈萨克斯坦,300139.SZ,2016,晓程科技
英国,600751.SH,2016,海航科技
德国,600751.SH,2016,海航科技
法国,600751.SH,2016,海航科技
比利时,600751.SH,2016,海航科技
荷兰,600751.SH,2016,海航科技
卢森堡,600751.SH,2016,海航科技
秘鲁,600751.SH,2016,海航科技
,600395.SH,2016,盘江股份
中亚,600256.SH,2016,广汇能源
北美,600256.SH,2016,广汇能源
哈萨克斯坦,600256.SH,2016,广汇能源
,600084.SH,2016,ST中葡
,600051.SH,2016,宁波联合
苏里南,000881.SZ,2016,中广核技
美国,300079.SZ,2016,数码科技
俄罗斯,300079.SZ,2016,数码科技
加拿大,300079.SZ,2016,数码科技
德国,300079.SZ,2016,数码科技
韩国,300079.SZ,2016,数码科技
澳大利亚,300079.SZ,2016,数码科技
土耳其,300079.SZ,2016,数码科技
刚果,300079.SZ,2016,数码科技
坦桑尼亚,300079.SZ,2016,数码科技
法国,300079.SZ,2016,数码科技
巴西,300079.SZ,2016,数码科技
墨西哥,300079.SZ,2016,数码科技
南非,300079.SZ,2016,数码科技
印度,300079.SZ,2016,数码科技
菲律宾,300079.SZ,2016,数码科技
中亚,300079.SZ,2016,数码科技
南亚,300079.SZ,2016,数码科技
东南亚,300079.SZ,2016,数码科技
非洲,300079.SZ,2016,数码科技
南美洲,300079.SZ,2016,数码科技
云南,300079.SZ,2016,数码科技
新疆,300079.SZ,2016,数码科技
,002755.SZ,2016,奥赛康
,600405.SH,2016,动力源
,600262.SH,2016,北方股份
,600229.SH,2016,城市传媒
美国,002811.SZ,2016,郑中设计
德国,002811.SZ,2016,郑中设计
缅甸,002811.SZ,2016,郑中设计
台湾,002811.SZ,2016,郑中设计
香港,002811.SZ,2016,郑中设计
,603298.SH,2016,杭叉集团
,000548.SZ,2016,湖南投资
,600766.SH,2016,园城黄金
,603177.SH,2016,德创环保
立陶宛,601222.SH,2016,林洋能源
欧洲,601222.SH,2016,林洋能源
中东,601222.SH,2016,林洋能源
南亚,601222.SH,2016,林洋能源
东南亚,601222.SH,2016,林洋能源
欧洲,002623.SZ,2016,亚玛顿
美国,002623.SZ,2016,亚玛顿
中东,002623.SZ,2016,亚玛顿
北非,002623.SZ,2016,亚玛顿
,002099.SZ,2016,海翔药业
新疆,600138.SH,2016,中青旅
内蒙古,600138.SH,2016,中青旅
,600076.SH,2016,康欣新材
中东,603727.SH,2016,博迈科
俄罗斯,603727.SH,2016,博迈科
北美,603727.SH,2016,博迈科
,300464.SZ,2016,星徽股份
,300612.SZ,2016,宣亚国际
,603928.SH,2016,兴业股份
,600097.SH,2016,开创国际
,300588.SZ,2016,熙菱信息
西班牙,600487.SH,2016,亨通光电
葡萄牙,600487.SH,2016,亨通光电
南非,600487.SH,2016,亨通光电
巴西,600487.SH,2016,亨通光电
印尼,600487.SH,2016,亨通光电
东南亚,600487.SH,2016,亨通光电
南亚,600487.SH,2016,亨通光电
中东,600487.SH,2016,亨通光电
欧洲,600487.SH,2016,亨通光电
非洲,600487.SH,2016,亨通光电
,300500.SZ,2016,启迪设计
,002822.SZ,2016,中装建设
中亚,600075.SH,2016,新疆天业
非洲,600075.SH,2016,新疆天业
巴基斯坦,600075.SH,2016,新疆天业
,300263.SZ,2016,隆华科技
,601106.SH,2016,中国一重
,603116.SH,2016,红蜻蜓
,300004.SZ,2016,南风股份
,002271.SZ,2016,东方雨虹
,600969.SH,2016,郴电国际
伊朗,300309.SZ,2016,吉艾科技
伊拉克,300309.SZ,2016,吉艾科技
刚果,300309.SZ,2016,吉艾科技
巴基斯坦,300309.SZ,2016,吉艾科技
塔吉克斯坦,300309.SZ,2016,吉艾科技
阿富汗,300309.SZ,2016,吉艾科技
新疆,300309.SZ,2016,吉艾科技
文莱,603637.SH,2016,镇海股份
,600020.SH,2016,中原高速
,300606.SZ,2016,金太阳
,300492.SZ,2016,华图山鼎
欧洲,300202.SZ,2016,聚龙股份
印度,300202.SZ,2016,聚龙股份
南非,300202.SZ,2016,聚龙股份
中东,600481.SH,2016,双良节能
美国,600481.SH,2016,双良节能
西班牙,600481.SH,2016,双良节能
,002274.SZ,2016,华昌化工
,300153.SZ,2016,科泰电源
,300038.SZ,2016,数知科技
,300091.SZ,2016,金通灵
香港,000767.SZ,2016,漳泽电力
,300151.SZ,2016,昌红科技
,600022.SH,2016,山东钢铁
,002155.SZ,2016,湖南黄金
俄罗斯,600148.SH,2016,长春一东
南美洲,600148.SH,2016,长春一东
北美,600148.SH,2016,长春一东
欧洲,600148.SH,2016,长春一东
,002586.SZ,2016,*ST围海
东南亚,002116.SZ,2016,中国海诚
非洲,002116.SZ,2016,中国海诚
拉丁美洲,002116.SZ,2016,中国海诚
亚洲,002116.SZ,2016,中国海诚
东欧,002116.SZ,2016,中国海诚
越南,000758.SZ,2016,中色股份
印度,000758.SZ,2016,中色股份
哈萨克斯坦,000758.SZ,2016,中色股份
蒙古,000758.SZ,2016,中色股份
印尼,000758.SZ,2016,中色股份
