location,stockCode,year,stockName
,002801.SZ,2016,微光股份
,600279.SH,2016,重庆港九
波兰,600312.SH,2016,平高电气
印度,600312.SH,2016,平高电气
,002401.SZ,2016,中远海科
,600761.SH,2016,安徽合力
香港,002092.SZ,2016,中泰化学
,600373.SH,2016,中文传媒
印度,300125.SZ,2016,聆达股份
俄罗斯,300125.SZ,2016,聆达股份
巴西,300125.SZ,2016,聆达股份
中东,300125.SZ,2016,聆达股份
非洲,300125.SZ,2016,聆达股份
,600643.SH,2016,爱建集团
马来西亚,002079.SZ,2016,苏州固锝
,600919.SH,2016,江苏银行
巴西,300036.SZ,2016,超图软件
新西兰,300036.SZ,2016,超图软件
荷兰,300036.SZ,2016,超图软件
马来西亚,300036.SZ,2016,超图软件
新加坡,300036.SZ,2016,超图软件
美国,000926.SZ,2016,福星股份
澳大利亚,000926.SZ,2016,福星股份
,300534.SZ,2016,陇神戎发
,300105.SZ,2016,龙源技术
,600248.SH,2016,延长化建
,000785.SZ,2016,居然之家
,600893.SH,2016,航发动力
,601318.SH,2016,中国平安
,600550.SH,2016,保变电气
欧洲,600287.SH,2016,江苏舜天
日本,600287.SH,2016,江苏舜天
巴西,600287.SH,2016,江苏舜天
俄罗斯,600287.SH,2016,江苏舜天
南非,600287.SH,2016,江苏舜天
,600480.SH,2016,凌云股份
印度,000598.SZ,2016,兴蓉环境
巴基斯坦,000598.SZ,2016,兴蓉环境
美国,000598.SZ,2016,兴蓉环境
泰国,000598.SZ,2016,兴蓉环境
,600085.SH,2016,同仁堂
土库曼斯坦,300188.SZ,2016,美亚柏科
塔吉克斯坦,300188.SZ,2016,美亚柏科
马来西亚,300188.SZ,2016,美亚柏科
柬埔寨,300188.SZ,2016,美亚柏科
南美,300044.SZ,2016,赛为智能
蒙古,300044.SZ,2016,赛为智能
新加坡,300044.SZ,2016,赛为智能
非洲,300044.SZ,2016,赛为智能
日本,300044.SZ,2016,赛为智能
哥伦比亚,300044.SZ,2016,赛为智能
新疆,002186.SZ,2016,全聚德
,000551.SZ,2016,创元科技
老挝,300495.SZ,2016,美尚生态
东南亚,002789.SZ,2016,建艺集团
东南亚,000039.SZ,2016,中集集团
美国,000039.SZ,2016,中集集团
蒙古,000039.SZ,2016,中集集团
俄罗斯,000039.SZ,2016,中集集团
,600012.SH,2016,皖通高速
,600857.SH,2016,宁波中百
,600017.SH,2016,日照港
吉布提,001979.SZ,2016,招商蛇口
,601069.SH,2016,西部黄金
,600597.SH,2016,光明乳业
,300296.SZ,2016,利亚德
,002596.SZ,2016,海南瑞泽
,000498.SZ,2016,山东路桥
,601965.SH,2016,中国汽研
,600512.SH,2016,腾达建设
,000610.SZ,2016,西安旅游
,600056.SH,2016,中国医药
,000425.SZ,2016,徐工机械
,600731.SH,2016,湖南海利
,600243.SH,2016,*ST海华
新疆,300159.SZ,2016,新研股份
中亚,300159.SZ,2016,新研股份
非洲,300159.SZ,2016,新研股份
西安,300159.SZ,2016,新研股份
,600116.SH,2016,三峡水利
,300103.SZ,2016,达刚控股
,601233.SH,2016,桐昆股份
沙特,600028.SH,2016,中国石化
,601899.SH,2016,紫金矿业
,300045.SZ,2016,华力创通
东盟,601880.SH,2016,大连港
俄罗斯,601880.SH,2016,大连港
东南亚,601880.SH,2016,大连港
欧盟,601880.SH,2016,大连港
新疆,300370.SZ,2016,安控科技
巴基斯坦,300370.SZ,2016,安控科技
,600798.SH,2016,宁波海运
,002659.SZ,2016,凯文教育
,002342.SZ,2016,巨力索具
,000776.SZ,2016,广发证券
,002535.SZ,2016,*ST林重
,000552.SZ,2016,靖远煤电
,603977.SH,2016,国泰集团
,600834.SH,2016,申通地铁
,000965.SZ,2016,天保基建
,002398.SZ,2016,垒知集团
,300019.SZ,2016,硅宝科技
新疆,000666.SZ,2016,经纬纺机
东南亚,603615.SH,2016,茶花股份
印度,600875.SH,2016,东方电气
印尼,600875.SH,2016,东方电气
巴基斯坦,600875.SH,2016,东方电气
越南,600875.SH,2016,东方电气
中东,600875.SH,2016,东方电气
中亚,600875.SH,2016,东方电气
东欧,600875.SH,2016,东方电气
非洲,600875.SH,2016,东方电气
,600170.SH,2016,上海建工
东南亚,002630.SZ,2016,华西能源
南亚,002630.SZ,2016,华西能源
中亚,002630.SZ,2016,华西能源
非洲,002630.SZ,2016,华西能源
东欧,002630.SZ,2016,华西能源
土耳其,002630.SZ,2016,华西能源
印度,002630.SZ,2016,华西能源
,000400.SZ,2016,许继电气
,002075.SZ,2016,沙钢股份
,600268.SH,2016,国电南自
,603131.SH,2016,上海沪工
,600676.SH,2016,交运股份
,000750.SZ,2016,国海证券
,600750.SH,2016,江中药业
尼日利亚,300213.SZ,2016,佳讯飞鸿
埃塞俄比亚,300213.SZ,2016,佳讯飞鸿
伊朗,300213.SZ,2016,佳讯飞鸿
欧洲,300213.SZ,2016,佳讯飞鸿
非洲,300213.SZ,2016,佳讯飞鸿
亚洲,300213.SZ,2016,佳讯飞鸿
美洲,300213.SZ,2016,佳讯飞鸿
,603969.SH,2016,银龙股份
,600575.SH,2016,淮河能源
,300172.SZ,2016,中电环保
东南亚,603126.SH,2016,中材节能
南亚,603126.SH,2016,中材节能
中东,603126.SH,2016,中材节能
东南亚,000836.SZ,2016,富通鑫茂
非洲,000836.SZ,2016,富通鑫茂
东欧,000836.SZ,2016,富通鑫茂
,600269.SH,2016,赣粤高速
,600282.SH,2016,南钢股份
美国,002644.SZ,2016,佛慈制药
加拿大,002644.SZ,2016,佛慈制药
澳大利亚,002644.SZ,2016,佛慈制药
日本,002644.SZ,2016,佛慈制药
东南亚,002644.SZ,2016,佛慈制药
,600720.SH,2016,祁连山
,600565.SH,2016,迪马股份
,000877.SZ,2016,天山股份
,002487.SZ,2016,大金重工
,600192.SH,2016,长城电工
,300080.SZ,2016,易成新能
,600525.SH,2016,长园集团
,601886.SH,2016,江河集团
,300114.SZ,2016,中航电测
,300017.SZ,2016,网宿科技
,002352.SZ,2016,顺丰控股
,600495.SH,2016,晋西车轴
印尼,002544.SZ,2016,杰赛科技
柬埔寨,002544.SZ,2016,杰赛科技
缅甸,002544.SZ,2016,杰赛科技
香港,002544.SZ,2016,杰赛科技
乌克兰,002544.SZ,2016,杰赛科技
孟加拉,002544.SZ,2016,杰赛科技
东南亚,002544.SZ,2016,杰赛科技
,603959.SH,2016,百利科技
,300365.SZ,2016,恒华科技
,600879.SH,2016,航天电子
俄罗斯,600298.SH,2016,安琪酵母
,600106.SH,2016,重庆路桥
,600765.SH,2016,中航重机
东南亚,002578.SZ,2016,闽发铝业
南美,002578.SZ,2016,闽发铝业
东欧,002578.SZ,2016,闽发铝业
中东,002578.SZ,2016,闽发铝业
,000514.SZ,2016,渝开发
,000935.SZ,2016,四川双马
俄罗斯,600551.SH,2016,时代出版
波兰,600551.SH,2016,时代出版
黎巴嫩,600551.SH,2016,时代出版
,600316.SH,2016,洪都航空
,600239.SH,2016,云南城投
,601099.SH,2016,太平洋
,002526.SZ,2016,山东矿机
阿曼,002478.SZ,2016,常宝股份
中东,002478.SZ,2016,常宝股份
,600729.SH,2016,重庆百货
,000001.SZ,2016,平安银行
,300066.SZ,2016,三川智慧
,002499.SZ,2016,*ST科林
南美,601016.SH,2016,节能风电
欧洲,601016.SH,2016,节能风电
北非,601016.SH,2016,节能风电
澳洲,601016.SH,2016,节能风电
澳大利亚,601016.SH,2016,节能风电
美洲,601016.SH,2016,节能风电
,600118.SH,2016,中国卫星
,000563.SZ,2016,陕国投A
,600038.SH,2016,中直股份
,000560.SZ,2016,我爱我家
中东,600973.SH,2016,宝胜股份
非洲,600973.SH,2016,宝胜股份
中亚,600973.SH,2016,宝胜股份
,002109.SZ,2016,兴化股份
,600368.SH,2016,五洲交通
,603338.SH,2016,浙江鼎力
,600873.SH,2016,梅花生物
,300018.SZ,2016,中元股份
,002013.SZ,2016,中航机电
新疆,600721.SH,2016,ST百花
东亚,600721.SH,2016,ST百花
中亚,600721.SH,2016,ST百花
西亚,600721.SH,2016,ST百花
,300450.SZ,2016,先导智能
,600203.SH,2016,福日电子
印尼,300422.SZ,2016,博世科
,600725.SH,2016,ST云维
,600862.SH,2016,中航高科
,603600.SH,2016,永艺股份
,603889.SH,2016,新澳股份
,600826.SH,2016,兰生股份
,300023.SZ,2016,宝德股份
,002372.SZ,2016,伟星新材
,300069.SZ,2016,金利华电
,601211.SH,2016,国泰君安
中亚,600338.SH,2016,西藏珠峰
塔吉克斯坦,600338.SH,2016,西藏珠峰
新疆,600338.SH,2016,西藏珠峰
俄罗斯,600482.SH,2016,中国动力
,300510.SZ,2016,金冠股份
,002359.SZ,2016,*ST北讯
,600375.SH,2016,汉马科技
欧洲,300095.SZ,2016,华伍股份
,002331.SZ,2016,皖通科技
,000677.SZ,2016,恒天海龙
,002742.SZ,2016,三圣股份
,002277.SZ,2016,友阿股份
,000608.SZ,2016,阳光股份
,600346.SH,2016,恒力石化
,300385.SZ,2016,雪浪环境
香港,600393.SH,2016,粤泰股份
柬埔寨,600393.SH,2016,粤泰股份
,600408.SH,2016,ST安泰
,600203.SH,2017,福日电子
越南,000893.SZ,2017,亚钾国际
,600712.SH,2017,南宁百货
,000673.SZ,2017,*ST当代
,300317.SZ,2017,珈伟新能
,300023.SZ,2017,宝德股份
,600830.SH,2017,香溢融通
中西亚,002018.SZ,2017,华信退
中东欧,002018.SZ,2017,华信退
香港,002018.SZ,2017,华信退
哈萨克斯坦,002018.SZ,2017,华信退
,600526.SH,2017,菲达环保
欧洲,600869.SH,2017,智慧能源
东南亚,600869.SH,2017,智慧能源
南非,600869.SH,2017,智慧能源
印尼,600869.SH,2017,智慧能源
,000995.SZ,2017,皇台酒业
台湾,603603.SH,2017,博天环境
东南亚,603603.SH,2017,博天环境
东南亚,300056.SZ,2017,中创环保
亚洲,300056.SZ,2017,中创环保
美国,300056.SZ,2017,中创环保
越南,300056.SZ,2017,中创环保
菲律宾,300056.SZ,2017,中创环保
,000922.SZ,2017,佳电股份
,002492.SZ,2017,恒基达鑫
,002149.SZ,2017,西部材料
,002692.SZ,2017,ST远程
印度,603680.SH,2017,今创集团
法国,603680.SH,2017,今创集团
欧洲,603680.SH,2017,今创集团
亚洲,000065.SZ,2017,北方国际
非洲,000065.SZ,2017,北方国际
中东,000065.SZ,2017,北方国际
伊朗,000065.SZ,2017,北方国际
哈萨克斯坦,000065.SZ,2017,北方国际
老挝,000065.SZ,2017,北方国际
,000415.SZ,2017,渤海租赁
哈萨克斯坦,002477.SZ,2017,雏鹰退
瑞士,300262.SZ,2017,巴安水务
哈萨克斯坦,300262.SZ,2017,巴安水务
尼泊尔,300262.SZ,2017,巴安水务
乌兹别克斯坦,300262.SZ,2017,巴安水务
中亚,300262.SZ,2017,巴安水务
新疆,002226.SZ,2017,江南化工
亚洲,002226.SZ,2017,江南化工
中亚,002226.SZ,2017,江南化工
蒙古,002226.SZ,2017,江南化工
,300354.SZ,2017,东华测试
,603032.SH,2017,德新交运
,600401.SH,2017,退市海润
,603843.SH,2017,正平股份
新加坡,600500.SH,2017,中化国际
,000939.SZ,2017,凯迪退
澳洲,002497.SZ,2017,雅化集团
新西兰,002497.SZ,2017,雅化集团
澳大利亚,002497.SZ,2017,雅化集团
东盟,000911.SZ,2017,南宁糖业
,300440.SZ,2017,运达科技
,000533.SZ,2017,顺钠股份
,002483.SZ,2017,润邦股份
,002373.SZ,2017,千方科技
,000863.SZ,2017,三湘印象
沙特,000852.SZ,2017,石化机械
科威特,000852.SZ,2017,石化机械
阿尔及利亚,000852.SZ,2017,石化机械
东盟,300511.SZ,2017,雪榕生物
泰国,300511.SZ,2017,雪榕生物
,000820.SZ,2017,*ST节能
,000806.SZ,2017,*ST银河
,000685.SZ,2017,中山公用
,000012.SZ,2017,南玻A
,600392.SH,2017,盛和资源
希腊,000668.SZ,2017,荣丰控股
,002645.SZ,2017,华宏科技
,002179.SZ,2017,中航光电
柬埔寨,600393.SH,2017,粤泰股份
德国,000018.SZ,2017,神城A退
东南亚,000018.SZ,2017,神城A退
南亚,000018.SZ,2017,神城A退
中东,000018.SZ,2017,神城A退
非洲,000018.SZ,2017,神城A退
北美,000018.SZ,2017,神城A退
南美,000018.SZ,2017,神城A退
澳大利亚,000018.SZ,2017,神城A退
,300008.SZ,2017,天海防务
,600388.SH,2017,龙净环保
,000751.SZ,2017,锌业股份
,002505.SZ,2017,大康农业
,000768.SZ,2017,中航西飞
乌兹别克斯坦,300673.SZ,2017,佩蒂股份
越南,300673.SZ,2017,佩蒂股份
中亚,600984.SH,2017,建设机械
东南亚,600984.SH,2017,建设机械
马来西亚,600984.SH,2017,建设机械
印尼,600984.SH,2017,建设机械
柬埔寨,600984.SH,2017,建设机械
沙特,000868.SZ,2017,ST安凯
缅甸,000868.SZ,2017,ST安凯
菲律宾,000868.SZ,2017,ST安凯
,002209.SZ,2017,达意隆
,600018.SH,2017,上港集团
,600351.SH,2017,亚宝药业
坦桑尼亚,000786.SZ,2017,北新建材
,000423.SZ,2017,东阿阿胶
,600362.SH,2017,江西铜业
巴基斯坦,000598.SZ,2017,兴蓉环境
白俄罗斯,000157.SZ,2017,中联重科
哈萨克斯坦,000157.SZ,2017,中联重科
印度,000157.SZ,2017,中联重科
巴基斯坦,000157.SZ,2017,中联重科
印度尼西亚,000157.SZ,2017,中联重科
泰国,000157.SZ,2017,中联重科
,600290.SH,2017,*ST华仪
新疆,002524.SZ,2017,光正眼科
加纳,300139.SZ,2017,晓程科技
南非,300139.SZ,2017,晓程科技
哈萨克斯坦,300139.SZ,2017,晓程科技
,000783.SZ,2017,长江证券
,600525.SH,2017,长园集团
,002723.SZ,2017,金莱特
美国,300065.SZ,2017,海兰信
俄罗斯,300065.SZ,2017,海兰信
英国,300065.SZ,2017,海兰信
柬埔寨,603766.SH,2017,隆鑫通用
印度尼西亚,603766.SH,2017,隆鑫通用
俄罗斯,603766.SH,2017,隆鑫通用
欧洲,603766.SH,2017,隆鑫通用
,000520.SZ,2017,长航凤凰
,002096.SZ,2017,南岭民爆
澳门,000901.SZ,2017,航天科技
柬埔寨,000901.SZ,2017,航天科技
文莱,000901.SZ,2017,航天科技
尼泊尔,000901.SZ,2017,航天科技
孟加拉,002358.SZ,2017,森源电气
东南亚,000713.SZ,2017,丰乐种业
美国,000713.SZ,2017,丰乐种业
东亚,000713.SZ,2017,丰乐种业
南亚,000713.SZ,2017,丰乐种业
非洲,000713.SZ,2017,丰乐种业
,002276.SZ,2017,万马股份
新疆,002545.SZ,2017,东方铁塔
中亚,002545.SZ,2017,东方铁塔
俄罗斯,002545.SZ,2017,东方铁塔
蒙古,002545.SZ,2017,东方铁塔
,000957.SZ,2017,中通客车
,600687.SH,2017,*ST刚泰
俄罗斯,600757.SH,2017,长江传媒
英国,600757.SH,2017,长江传媒
马来西亚,600757.SH,2017,长江传媒
东盟,600310.SH,2017,桂东电力
,600292.SH,2017,远达环保
巴基斯坦,600017.SH,2017,日照港
东南亚,600305.SH,2017,恒顺醋业
中亚,600305.SH,2017,恒顺醋业
澳大利亚,600305.SH,2017,恒顺醋业
德国,600305.SH,2017,恒顺醋业
法国,600305.SH,2017,恒顺醋业
日本,600305.SH,2017,恒顺醋业
,300711.SZ,2017,广哈通信
,603686.SH,2017,龙马环卫
俄罗斯,600179.SH,2017,*ST安通
唐山,600179.SH,2017,*ST安通
匈牙利,600651.SH,2017,*ST飞乐
北美,600651.SH,2017,*ST飞乐
马来西亚,600651.SH,2017,*ST飞乐
东南亚,600651.SH,2017,*ST飞乐
内蒙古,600651.SH,2017,*ST飞乐
,600469.SH,2017,风神股份
印度,600499.SH,2017,科达制造
土耳其,600499.SH,2017,科达制造
非洲,600499.SH,2017,科达制造
肯尼亚,600499.SH,2017,科达制造
加纳,600499.SH,2017,科达制造
坦桑尼亚,600499.SH,2017,科达制造
塞内加尔,600499.SH,2017,科达制造
,000708.SZ,2017,中信特钢
哈萨克斯坦,600166.SH,2017,福田汽车
新疆,603169.SH,2017,兰石重装
韩国,300019.SZ,2017,硅宝科技
马来西亚,300019.SZ,2017,硅宝科技
新加坡,300019.SZ,2017,硅宝科技
伊朗,300019.SZ,2017,硅宝科技
菲律宾,300019.SZ,2017,硅宝科技
印度,300019.SZ,2017,硅宝科技
印度尼西亚,300019.SZ,2017,硅宝科技
沙特阿拉伯,300019.SZ,2017,硅宝科技
马耳他,300019.SZ,2017,硅宝科技
美国,300019.SZ,2017,硅宝科技
北美,300019.SZ,2017,硅宝科技
东南亚,601700.SH,2017,风范股份
非洲,601700.SH,2017,风范股份
香港,601700.SH,2017,风范股份
云南,601700.SH,2017,风范股份
老挝,601700.SH,2017,风范股份
缅甸,601700.SH,2017,风范股份
东盟,601700.SH,2017,风范股份
巴基斯坦,601700.SH,2017,风范股份
,300031.SZ,2017,宝通科技
,601198.SH,2017,东兴证券
韩国,600010.SH,2017,包钢股份
日本,600010.SH,2017,包钢股份
东南亚,600010.SH,2017,包钢股份
中东,600010.SH,2017,包钢股份
南美,600010.SH,2017,包钢股份
非洲,600010.SH,2017,包钢股份
南亚,600010.SH,2017,包钢股份
西亚,600010.SH,2017,包钢股份
巴西,600010.SH,2017,包钢股份
拉美,600010.SH,2017,包钢股份
马来西亚,300366.SZ,2017,创意信息
柬埔寨,300366.SZ,2017,创意信息
菲律宾,300366.SZ,2017,创意信息
缅甸,300366.SZ,2017,创意信息
,600978.SH,2017,*ST宜生
,603969.SH,2017,银龙股份
,300405.SZ,2017,科隆股份
,002640.SZ,2017,跨境通
,600676.SH,2017,交运股份
,002321.SZ,2017,华英农业
唐山,601000.SH,2017,唐山港
,600238.SH,2017,ST椰岛
,603218.SH,2017,日月股份
,600976.SH,2017,健民集团
,600988.SH,2017,赤峰黄金
,600863.SH,2017,内蒙华电
,600619.SH,2017,海立股份
哈萨克斯坦,600759.SH,2017,洲际油气
中东欧,600759.SH,2017,洲际油气
香港,600759.SH,2017,洲际油气
,603639.SH,2017,海利尔
泰国,600787.SH,2017,中储股份
印尼,600787.SH,2017,中储股份
马来西亚,600787.SH,2017,中储股份
西安,600787.SH,2017,中储股份
,600626.SH,2017,申达股份
泰国,300055.SZ,2017,万邦达
,601069.SH,2017,西部黄金
,000825.SZ,2017,太钢不锈
,601228.SH,2017,广州港
,603077.SH,2017,和邦生物
,600572.SH,2017,康恩贝
白俄罗斯,300647.SZ,2017,超频三
,600462.SH,2017,*ST九有
,000800.SZ,2017,一汽解放
,600400.SH,2017,红豆股份
,601216.SH,2017,君正集团
,600379.SH,2017,宝光股份
,603080.SH,2017,新疆火炬
,600161.SH,2017,天坛生物
新疆,002147.SZ,2017,*ST新光
西亚,002147.SZ,2017,*ST新光
,600501.SH,2017,航天晨光
,603861.SH,2017,白云电器
,603238.SH,2017,诺邦股份
菲律宾,300526.SZ,2017,中潜股份
,603858.SH,2017,步长制药
埃塞俄比亚,600220.SH,2017,江苏阳光
苏丹,603029.SH,2017,天鹅股份
,601928.SH,2017,凤凰传媒
俄罗斯,601888.SH,2017,中国中免
白俄罗斯,601888.SH,2017,中国中免
,600422.SH,2017,昆药集团
云南,600086.SH,2017,*ST金钰
东南亚,600086.SH,2017,*ST金钰
,600750.SH,2017,江中药业
,600129.SH,2017,太极集团
,600479.SH,2017,千金药业
缅甸,600096.SH,2017,云天化
印度,600096.SH,2017,云天化
澳大利亚,600096.SH,2017,云天化
新西兰,600096.SH,2017,云天化
,603338.SH,2017,浙江鼎力
苏丹,603177.SH,2017,德创环保
越南,603177.SH,2017,德创环保
土耳其,603177.SH,2017,德创环保
吉尔吉斯斯坦,603177.SH,2017,德创环保
巴基斯坦,603177.SH,2017,德创环保
印尼,603177.SH,2017,德创环保
马来西亚,603177.SH,2017,德创环保
俄罗斯,603177.SH,2017,德创环保
,600085.SH,2017,同仁堂
,600879.SH,2017,航天电子
,603335.SH,2017,迪生力
,600419.SH,2017,天润乳业
,600520.SH,2017,文一科技
,603021.SH,2017,山东华鹏
,000837.SZ,2017,*ST秦机
美国,300198.SZ,2017,纳川股份
菲律宾,300198.SZ,2017,纳川股份
印尼,300198.SZ,2017,纳川股份
缅甸,300198.SZ,2017,纳川股份
越南,300198.SZ,2017,纳川股份
巴基斯坦,300198.SZ,2017,纳川股份
埃及,300198.SZ,2017,纳川股份
乍得,300198.SZ,2017,纳川股份
特立尼达和多巴哥,300198.SZ,2017,纳川股份
东南亚,300198.SZ,2017,纳川股份
中东,300198.SZ,2017,纳川股份
,300041.SZ,2017,回天新材
,600825.SH,2017,新华传媒
,600707.SH,2017,彩虹股份
,600962.SH,2017,国投中鲁
,600317.SH,2017,营口港
俄罗斯,300218.SZ,2017,安利股份
越南,300218.SZ,2017,安利股份
,601519.SH,2017,大智慧
,600747.SH,2017,退市大控
,601006.SH,2017,大秦铁路
,600485.SH,2017,*ST信威
法国,600429.SH,2017,三元股份
甘肃,600429.SH,2017,三元股份
中亚,600482.SH,2017,中国动力
俄罗斯,600482.SH,2017,中国动力
,600149.SH,2017,ST坊展
泰国,601021.SH,2017,春秋航空
日本,601021.SH,2017,春秋航空
韩国,601021.SH,2017,春秋航空
,600098.SH,2017,广州发展
,601118.SH,2017,海南橡胶
越南,600629.SH,2017,华建集团
,300323.SZ,2017,华灿光电
,002506.SZ,2017,协鑫集成
,600671.SH,2017,*ST目药
,600969.SH,2017,郴电国际
,600900.SH,2017,长江电力
,600807.SH,2017,济南高新
,600580.SH,2017,卧龙电驱
,600302.SH,2017,标准股份
,002201.SZ,2017,九鼎新材
新疆,002087.SZ,2017,新野纺织
,600408.SH,2017,ST安泰
,600326.SH,2017,西藏天路
,000967.SZ,2017,盈峰环境
,600496.SH,2017,精工钢构
,600339.SH,2017,中油工程
,600291.SH,2017,西水股份
,600145.SH,2017,*ST新亿
,002639.SZ,2017,雪人股份
,600834.SH,2017,申通地铁
,600811.SH,2017,东方集团
美国,002785.SZ,2017,万里石
东盟,002785.SZ,2017,万里石
非洲,002785.SZ,2017,万里石
日本,002785.SZ,2017,万里石
韩国,002785.SZ,2017,万里石
新加坡,002785.SZ,2017,万里石
印尼,002785.SZ,2017,万里石
缅甸,002785.SZ,2017,万里石
菲律宾,002785.SZ,2017,万里石
柬埔寨,002785.SZ,2017,万里石
哈萨克斯坦,002785.SZ,2017,万里石
中亚,002785.SZ,2017,万里石
希腊,002785.SZ,2017,万里石
克罗地亚,002785.SZ,2017,万里石
欧洲,002785.SZ,2017,万里石
,600751.SH,2017,海航科技
香港,600654.SH,2017,ST中安
澳门,600654.SH,2017,ST中安
泰国,600654.SH,2017,ST中安
澳大利亚,600654.SH,2017,ST中安
新西兰,600654.SH,2017,ST中安
澳洲,600654.SH,2017,ST中安
南亚,600654.SH,2017,ST中安
亚太,600654.SH,2017,ST中安
东南亚,600654.SH,2017,ST中安
,300135.SZ,2017,宝利国际
云南,600896.SH,2017,览海医疗
南亚,600896.SH,2017,览海医疗
东南亚,600896.SH,2017,览海医疗
,600515.SH,2017,海航基础
,600000.SH,2017,浦发银行
,002564.SZ,2017,天沃科技
,600277.SH,2017,亿利洁能
,002046.SZ,2017,国机精工
,600755.SH,2017,厦门国贸
,600555.SH,2017,*ST海创
,600348.SH,2017,阳泉煤业
,600390.SH,2017,五矿资本
印度,002573.SZ,2017,清新环境
德国,002573.SZ,2017,清新环境
,002366.SZ,2017,台海核电
马来西亚,600894.SH,2017,广日股份
柬埔寨,600894.SH,2017,广日股份
伊朗,600894.SH,2017,广日股份
西亚,600894.SH,2017,广日股份
欧洲,600894.SH,2017,广日股份
,002552.SZ,2017,宝鼎科技
,601139.SH,2017,深圳燃气
东盟,600936.SH,2017,广西广电
,601058.SH,2017,赛轮轮胎
,600686.SH,2017,金龙汽车
欧洲,600487.SH,2017,亨通光电
南美,600487.SH,2017,亨通光电
南亚,600487.SH,2017,亨通光电
南非,600487.SH,2017,亨通光电
东南亚,600487.SH,2017,亨通光电
印尼,600487.SH,2017,亨通光电
葡萄牙,600487.SH,2017,亨通光电
西班牙,600487.SH,2017,亨通光电
北非,600487.SH,2017,亨通光电
美洲,600487.SH,2017,亨通光电
巴西,600487.SH,2017,亨通光电
埃及,600487.SH,2017,亨通光电
印度,600487.SH,2017,亨通光电
非洲,600487.SH,2017,亨通光电
中东,600487.SH,2017,亨通光电
,600157.SH,2017,*ST永泰
,603183.SH,2017,建研院
中东,603855.SH,2017,华荣股份
北非,603855.SH,2017,华荣股份
香港,603855.SH,2017,华荣股份
,000835.SZ,2017,*ST长动
,601208.SH,2017,东材科技
,002622.SZ,2017,融钰集团
塔吉克斯坦,002375.SZ,2017,亚厦股份
阿联酋,002375.SZ,2017,亚厦股份
沙特,002375.SZ,2017,亚厦股份
老挝,002375.SZ,2017,亚厦股份
马来西亚,002375.SZ,2017,亚厦股份
香港,002375.SZ,2017,亚厦股份
柬埔寨,002325.SZ,2017,洪涛股份
,000732.SZ,2017,泰禾集团
,600138.SH,2017,中青旅
,300299.SZ,2017,富春股份
,002582.SZ,2017,好想你
,002095.SZ,2017,生意宝
,002071.SZ,2017,*ST长城
秘鲁,000883.SZ,2017,湖北能源
中东,601117.SH,2017,中国化学
俄罗斯,601117.SH,2017,中国化学
,300012.SZ,2017,华测检测
,601108.SH,2017,财通证券
,002499.SZ,2017,*ST科林
哈萨克斯坦,000858.SZ,2017,五粮液
捷克,000858.SZ,2017,五粮液
奥地利,000858.SZ,2017,五粮液
意大利,000858.SZ,2017,五粮液
以色列,000858.SZ,2017,五粮液
,000793.SZ,2017,华闻集团
,000564.SZ,2017,供销大集
美国,603727.SH,2017,博迈科
,601106.SH,2017,中国一重
,000975.SZ,2017,银泰黄金
新疆,000672.SZ,2017,上峰水泥
中亚,000672.SZ,2017,上峰水泥
吉尔吉斯斯坦,000672.SZ,2017,上峰水泥
乌兹别克斯坦,000672.SZ,2017,上峰水泥
吉尔吉斯,000672.SZ,2017,上峰水泥
,000735.SZ,2017,罗牛山
马来西亚,603668.SH,2017,天马科技
印尼,603668.SH,2017,天马科技
泰国,603668.SH,2017,天马科技
越南,603668.SH,2017,天马科技
韩国,603668.SH,2017,天马科技
台湾,603668.SH,2017,天马科技
马来西亚,601989.SH,2017,中国重工
泰国,601989.SH,2017,中国重工
挪威,601989.SH,2017,中国重工
英国,601989.SH,2017,中国重工
欧洲,601989.SH,2017,中国重工
非洲,601989.SH,2017,中国重工
拉丁美洲,601989.SH,2017,中国重工
,600517.SH,2017,国网英大
,600285.SH,2017,羚锐制药
,002035.SZ,2017,华帝股份
,600897.SH,2017,厦门空港
,600035.SH,2017,楚天高速
东南亚,000511.SZ,2017,烯碳退
中亚,000511.SZ,2017,烯碳退
,002213.SZ,2017,大为股份
东南亚,002034.SZ,2017,旺能环境
,000903.SZ,2017,云内动力
,600939.SH,2017,重庆建工
,603101.SH,2017,汇嘉时代
中亚,000425.SZ,2017,徐工机械
北非,000425.SZ,2017,徐工机械
西亚,000425.SZ,2017,徐工机械
欧洲,000425.SZ,2017,徐工机械
亚太,000425.SZ,2017,徐工机械
巴西,000425.SZ,2017,徐工机械
俄罗斯,000425.SZ,2017,徐工机械
印度,000425.SZ,2017,徐工机械
印度尼西亚,000425.SZ,2017,徐工机械
哈萨克斯坦,000425.SZ,2017,徐工机械
,601949.SH,2017,中国出版
,600562.SH,2017,国睿科技
,000546.SZ,2017,金圆股份
柬埔寨,002104.SZ,2017,恒宝股份
缅甸,002104.SZ,2017,恒宝股份
澳大利亚,002104.SZ,2017,恒宝股份
东南亚,002104.SZ,2017,恒宝股份
西亚,002104.SZ,2017,恒宝股份
中东,002104.SZ,2017,恒宝股份
西非,002104.SZ,2017,恒宝股份
,600354.SH,2017,*ST敦种
马来西亚,002642.SZ,2017,荣联科技
印尼,002642.SZ,2017,荣联科技
缅甸,002642.SZ,2017,荣联科技
